image,title,price,city,district,road,rooms,mrt_line,floor_size
https://urhouse.s3.amazonaws.com/attachments/images/old/12318/1.jpg,MRT忠孝復興.公園綠地.室內寬敞方正三空間【可線上參觀】,55000,台北市,大安區,忠孝東路三段,3,忠孝復興,34.820000
https://urhouse.s3.amazonaws.com/images/rentals/7ce5417e80aef872ba20917011e39416.jpg?31363536303730363130,MRT南京復興/公寓/空屋/可寵,55000,台北市,中山區,龍江路,3,南京復興,57.400000
https://urhouse.s3.amazonaws.com/images/rentals/529d61de9a04a13e71dad539be290df4.jpg?31363533323736383130,MRT南港，全新大樓，可寵,55000,台北市,南港區,重陽路,2,南港,25.890000
https://urhouse.s3.amazonaws.com/attachments/images/old/14929/1.jpg,清幽環境.3+1空間,55000,台北市,內湖區,環山路三段,3,港墘,48.370000
https://urhouse.s3.amazonaws.com/attachments/images/old/13180/1.jpg,南京三民優質3+1房,55000,台北市,松山區,健康路,3,南京三民,39.130000
https://urhouse.s3.amazonaws.com/images/rentals/4542d2e436ceac357ad7d9073a2c1665.jpg?31363439303432333935,MRT石牌&唭哩岸，新大樓首出租,55000,台北市,北投區,石牌路一段,2,石牌（榮總）,25.170000
https://urhouse.s3.amazonaws.com/images/rentals/0e9f1b15c7f9b9f6a72a4e9a51b35862.jpg?31363534323230363135,MRT圓山，室內空間大，日商首選,55000,台北市,大同區,敦煌路,3,圓山,42.410000
https://urhouse.s3.amazonaws.com/images/rentals/1560fe0e80c19847a91c22e69d5036f1.jpg?31363439303533313932,東區商圈/有管理/正三房空屋,56000,台北市,大安區,復興南路一段,3,忠孝復興,47.600000
https://urhouse.s3.amazonaws.com/attachments/images/old/14310/1.jpg,【線上看 安心租】MRT中山國小,55000,台北市,中山區,雙城街,2,中山國小,42.880000
https://urhouse.s3.amazonaws.com/attachments/images/old/12620/1.jpg,MRT西湖.面公園.景色美 租期二年,56000,台北市,內湖區,內湖路一段,3,內湖,51.530000
https://urhouse.s3.amazonaws.com/attachments/images/old/14809/1.jpg,MRT大橋頭.採光超好.空間大,56000,台北市,大同區,安西街,3,大橋頭,47.640000
https://urhouse.s3.amazonaws.com/images/rentals/c1082e40d6bd5c5d64f2ccb8f73cea5c.jpg?31363532373739383639,大安森林公園/科技大樓商圈/2房,58000,台北市,大安區,和平東路二段,2,科技大樓,36.910000
https://urhouse.s3.amazonaws.com/images/rentals/c6ac51ebf500f3f09ad11db31d7d18ce.jpg?31363434333037323535,六張犁時尚大空間,58000,台北市,信義區,基隆路二段,0,六張犁,28.500000
https://urhouse.s3.amazonaws.com/images/rentals/558e3aa9f7f9b7049d1fadda292d23a1.jpg?31363431313932373936,MRT麟光站，首次出租，裝潢時尚,57000,台北市,大安區,臥龍街,2,麟光,24.610000
https://urhouse.s3.amazonaws.com/attachments/images/old/13369/1.jpg,MRT芝山站  忠誠公園華廈,57000,台北市,士林區,中山北路六段,5,芝山,63.900000
https://urhouse.s3.amazonaws.com/images/rentals/d0b7f2a36b6838fe81fcee29d2f410a2.jpg?31363533313838393234,南軟中信/重陽重劃/三房平車空屋,57500,台北市,南港區,重陽路,3,南港軟體園區,49.190000
https://urhouse.s3.amazonaws.com/attachments/images/old/14596/1.jpg,MRT南京三民，時尚裝潢，生活機,58000,台北市,松山區,延壽街,3,南京三民,59.320000
https://urhouse.s3.amazonaws.com/images/rentals/cea64a883d35e5409c4bc81bdaedd55e.jpg?31363438343633313534,近忠孝敦化  2房1廳全新裝潢,58000,台北市,大安區,敦化南路一段,2,忠孝敦化,43.760000
https://urhouse.s3.amazonaws.com/images/rentals/80b912d8d81919969ccab0080ddd8e2f.jpg?31363532373639393834,東區/有倒垃圾/正三房,60000,台北市,大安區,忠孝東路四段,3,忠孝復興,32.970000
https://urhouse.s3.amazonaws.com/attachments/images/old/10156/1.jpg,天玉街靜巷  一層一戶  ,58000,台北市,士林區,天玉街,2,石牌（榮總）,38.900000
https://urhouse.s3.amazonaws.com/images/rentals/069802d489a7b73dd31fd13b0f2cd690.jpg?31363438373834343030,MRT六張犁/飯店式管理/高樓層,58000,台北市,信義區,基隆路二段,2,六張犁,31.960000
https://urhouse.s3.amazonaws.com/images/rentals/58f170c366f582dba770b94119f6099a.jpg?31363536343832313536,信義區吳興街/四房/空屋/大露臺,58000,台北市,信義區,吳興街,4,象山,50.000000
https://urhouse.s3.amazonaws.com/attachments/images/old/15183/1.jpg,MRT台北車站.京站廣場.五鐵,58000,台北市,大同區,市民大道一段,2,台北車站,26.200000
https://urhouse.s3.amazonaws.com/images/rentals/29408e40f29b755231e852fb76b71b4b.jpg?31363535313832323637,MRT中山國中&南京復興，新裝潢,60000,台北市,中山區,民生東路三段,3,中山國中,33.160000
https://urhouse.s3.amazonaws.com/images/rentals/c80743f12de3498a6cf0d7d10e732233.jpg?31363431353639373730,MRT芝山  士林採光傢俱美宅,60000,台北市,士林區,士東路,3,芝山,53.390000
https://urhouse.s3.amazonaws.com/images/rentals/74a14dc6be3d469770f53dd3fb93c6c4.jpg?31363530333634303733,MRT台北小巨蛋．101景含車,60000,台北市,松山區,八德路三段,1,台北小巨蛋,21.650000
https://urhouse.s3.amazonaws.com/images/rentals/c14a8df1e1b4d5297e9cb30cb34d5a00.jpg?31363434373537363432,大直景觀裝潢三房平車,60000,台北市,中山區,北安路,3,劍南路（美麗華）,37.780000
https://urhouse.s3.amazonaws.com/attachments/images/old/12131/1.jpg,天母西路  靜巷華廈正3房,60000,台北市,士林區,天母西路,3,石牌（榮總）,45.980000
https://urhouse.s3.amazonaws.com/attachments/images/old/3925/1.jpg,MRT南港展覽館.高樓層景觀露臺戶,60000,台北市,南港區,研究院路一段,3,南港展覽館,37.690000
https://urhouse.s3.amazonaws.com/attachments/images/old/1762/1.jpg,*可線上看*近捷運大安 精美裝潢,60000,台北市,大安區,大安路一段,2,大安,25.650000
https://urhouse.s3.amazonaws.com/images/rentals/351869bde8b9d6ad1e3090bd173f600d.jpg?31363439323236393936,MRT市政府.面綠意.簡約時尚,60000,台北市,信義區,永吉路,3,市政府,22.920000
